brand,model,aliases,year_approx,timeline_era,format_primary,formats_other,max_field_w_mm,max_field_h_mm,hoop_name,hoop_w_mm,hoop_h_mm,hoop_code,trimmer,source_url,confidence,notes
Brother,SE400,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,low,"Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older USB/cable combo; PES primary, optional hoops vary | 1x2.5 marketing size; converted/rounded from inches"
Brother,SE400,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,low,"Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older USB/cable combo; PES primary, optional hoops vary | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines"
Brother,SE600,,2017,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA432 / EF62 Medium embroidery frame,100,100,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 4x4 combo; PES primary | 4x4 marketing size; field rounded to 100x100 mm
Brother,SE600,,2017,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 4x4 combo; PES primary | 1x2.5 marketing size; converted/rounded from inches
Brother,SE600,,2017,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 4x4 combo; PES primary | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines
Brother,SE625,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA432 / EF62 Medium embroidery frame,100,100,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. retailer variant of SE600 family | 4x4 marketing size; field rounded to 100x100 mm
Brother,SE625,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. retailer variant of SE600 family | 1x2.5 marketing size; converted/rounded from inches
Brother,SE625,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. retailer variant of SE600 family | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines
Brother,SE630,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA432 / EF62 Medium embroidery frame,100,100,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. regional/retailer variant of SE600 family | 4x4 marketing size; field rounded to 100x100 mm
Brother,SE630,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. regional/retailer variant of SE600 family | 1x2.5 marketing size; converted/rounded from inches
Brother,SE630,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. regional/retailer variant of SE600 family | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines
Brother,SE700,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA432 / EF62 Medium embroidery frame,100,100,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. wireless 4x4 combo; DDT transfer formats apply | 4x4 marketing size; field rounded to 100x100 mm
Brother,SE700,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. wireless 4x4 combo; DDT transfer formats apply | 1x2.5 marketing size; converted/rounded from inches
Brother,SE700,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. wireless 4x4 combo; DDT transfer formats apply | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines
Brother,SE725,,2023,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA432 / EF62 Medium embroidery frame,100,100,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE700 family / retailer variant; DDT transfer formats apply | 4x4 marketing size; field rounded to 100x100 mm
Brother,SE725,,2023,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA431 / EF61 Small embroidery frame,20,60,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE700 family / retailer variant; DDT transfer formats apply | 1x2.5 marketing size; converted/rounded from inches
Brother,SE725,,2023,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,100,100,SA434 / EF71 Multi-position frame,100,172,,no,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE700 family / retailer variant; DDT transfer formats apply | Multi-position frame; useful only with split/multi-position designs on 4x4-class machines
Brother,PE770,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older 5x7 embroidery-only; PES primary | 5x7 Brother stitching field is 130x180 mm
Brother,PE770,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older 5x7 embroidery-only; PES primary | 4x4 stitching field
Brother,PE770,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older 5x7 embroidery-only; PES primary | 1x2.5 marketing size; converted/rounded from inches
Brother,PE770,,2011,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. older 5x7 embroidery-only; PES primary | 5x12 multi-position; requires split/multi-position designs
Brother,PE800,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 embroidery-only; PES primary | 5x7 Brother stitching field is 130x180 mm
Brother,PE800,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 embroidery-only; PES primary | 4x4 stitching field
Brother,PE800,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 embroidery-only; PES primary | 1x2.5 marketing size; converted/rounded from inches
Brother,PE800,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 embroidery-only; PES primary | 5x12 multi-position; requires split/multi-position designs
Brother,PE900,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless embroidery-only; DDT formats apply | 5x7 Brother stitching field is 130x180 mm
Brother,PE900,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless embroidery-only; DDT formats apply | 4x4 stitching field
Brother,PE900,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless embroidery-only; DDT formats apply | 1x2.5 marketing size; converted/rounded from inches
Brother,PE900,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless embroidery-only; DDT formats apply | 5x12 multi-position; requires split/multi-position designs
Brother,SE1900,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 combo; PES primary | 5x7 Brother stitching field is 130x180 mm
Brother,SE1900,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 combo; PES primary | 4x4 stitching field
Brother,SE1900,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 combo; PES primary | 1x2.5 marketing size; converted/rounded from inches
Brother,SE1900,,2018,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. popular 5x7 combo; PES primary | 5x12 multi-position; requires split/multi-position designs
Brother,SE1950,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE1900 family retailer/region variant | 5x7 Brother stitching field is 130x180 mm
Brother,SE1950,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE1900 family retailer/region variant | 4x4 stitching field
Brother,SE1950,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE1900 family retailer/region variant | 1x2.5 marketing size; converted/rounded from inches
Brother,SE1950,,2020,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. SE1900 family retailer/region variant | 5x12 multi-position; requires split/multi-position designs
Brother,SE2000,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless combo; DDT formats apply | 5x7 Brother stitching field is 130x180 mm
Brother,SE2000,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless combo; DDT formats apply | 4x4 stitching field
Brother,SE2000,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless combo; DDT formats apply | 1x2.5 marketing size; converted/rounded from inches
Brother,SE2000,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,130,180,SA440 / EF76 Multi-position frame,130,300,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,high,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. current 5x7 wireless combo; DDT formats apply | 5x12 multi-position; requires split/multi-position designs
Brother,NQ1600E,,2015,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,160,260,SA441 / 6x10 embroidery frame,160,260,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. 6x10 embroidery-only class | 6x10 marketing size; Brother field commonly 160x260 mm
Brother,NQ1600E,,2015,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,160,260,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. 6x10 embroidery-only class | 5x7 field
Brother,NQ1600E,,2015,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,160,260,SA438 / EF74 Medium embroidery frame,100,100,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. 6x10 embroidery-only class | 4x4 field
Brother,NQ1600E,,2015,PES era / WLAN DDT on recent models,pes,.dst (some models/software); verify per model,160,260,SA439 / EF73 Small embroidery frame,20,60,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. 6x10 embroidery-only class | small frame
Brother,NQ1700E,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,160,260,SA441 / 6x10 embroidery frame,160,260,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. wireless 6x10 embroidery-only class | 6x10 marketing size; Brother field commonly 160x260 mm
Brother,NQ1700E,,2022,PES era / WLAN DDT on recent models,pes,.phc;.phx;.dst;.pen,160,260,SA437 / EF75 Large embroidery frame,130,180,,yes,https://support.brother.com/g/s/hf/pcapp_info/ddt/en/index.html?media=i_txt&prod=WLAN,medium,Brother Design Database Transfer documents wireless transfer formats .pes/.phc/.phx/.dst/.pen; non-wireless legacy rows keep PES primary and mark extra formats only where model ecosystem supports them. wireless 6x10 embroidery-only class | 5x7 field
