brand,model,aliases,year,format_primary,formats_other,max_field_w_mm,max_field_h_mm,hoop_name,hoop_w_mm,hoop_h_mm,hoop_code,trimmer,source_url,confidence,notes
Elna,eXpressive 830L,"Elna 830L",2018,jef,"jef+,jpx,dst",200,360,,,,,,yes,https://www.hooptalent.com/blogs/news/elna-embroidery-machine-file-formats-a-complete-guide-to-jef-sew-and-workflow-optimization,medium,"max embroidery area 200x360mm; Janome-built; individual hoop names not verified here"
Elna,eXpressive 820,"Elna 820, Janome MC350E",2010,jef,sew,,,"Hoop A",126,110,0,,https://edutechwiki.unige.ch/en/Elna_8300,medium,"twin of Janome MC350; reads only JEF; hoop-code mapping per KDE reverse-eng"
Elna,eXpressive 8300,"Elna 8300, eXpressive 820, Janome MC350",2011,jef,,,,"Hoop B",140,200,2,,https://edutechwiki.unige.ch/en/Elna_8300,medium,"only reads .jef per owner documentation"
Elna,Xquisit II,,2008,sew,jef,,,,,,,,https://embroidery.com/Elna-Xquisit2.ec,low,"legacy; reads JEF/SEW via Xpressive software; hoop dims not verified"
Husqvarna Viking,Designer Epic 2,,2019,vp3,"vip,hus,dst,vp4(software-only)",360,350,"DESIGNER Majestic Hoop 360x350",360,350,,yes,https://sewingmachinesplus.com/products/viking-designer-epic-2-kit,high,"VP3 era (mySewnet); Majestic hoop 360x350mm marketed as 'largest embroidery area'; optional; VP4 is software-save-only per mySewnet, not machine-read"
Husqvarna Viking,Designer Ruby 90,,2018,vp3,"vip,hus,dst",360,350,"Majestic Hoop 360x350",360,350,,yes,https://cdn.sewingmachinesplus.com/media/products/viking/topaz/40/moreinfo/comparison-chart.pdf,high,"VP3; Majestic 360x350 enabled per comparison chart"
Husqvarna Viking,Designer Topaz 50,"Topaz 40",2016,vp3,"vip,hus,dst",240,150,,,,,,yes,https://cdn.sewingmachinesplus.com/media/products/viking/topaz/40/moreinfo/comparison-chart.pdf,medium,"VP3 era; smaller max field than Epic/Ruby; specific hoop dims need manual"
Husqvarna Viking,Topaz 30,,2015,vp3,"vip,hus,dst",,,,,,,,yes,https://sewing.patternreview.com/SewingDiscussions/topic/100123,medium,"reads VP3 (native), VIP, HUS; user reports DST readable"
Husqvarna Viking,Designer Diamond,,2010,vp3,"vip,hus",360,200,,,,,,yes,https://www.magnetichoop.com/blogs/news/husqvarna-viking-embroidery-software-mastery-guide-with-troubleshooting-efficiency-tips,low,"VP3 era; exact field/hoop unverified"
Husqvarna Viking,Designer 1,,2001,hus,vip,,,,,,,,https://www.embird.net/machine-embroidery-formats/index.htm,medium,"HUS-era Viking; floppy/USB memory stick per Embird card list; oldest format family"
Pfaff,Creative Icon 2,,2021,vp3,"vip,dst,vp4(software-only)",360,350,"Grand Dream Hoop 360x350",360,350,,yes,https://www.amazon.com/Creative-Sensation-Performance-Embroidery-360x350mm/dp/B01N9V90O0,high,"VP3 era; Grand Dream 360x350mm = largest Pfaff hoop"
Pfaff,Creative Sensation,,2011,vp3,"vip,dst",360,350,"Grand Dream Hoop",360,350,,yes,https://www.donssewing.com/accessories/creativevisionhoops.html,high,"VP3; Grand Dream 360x350mm"
Pfaff,Creative Vision,,2010,vp3,"vip,dst",360,200,"creative Grand Quilters Hoop 260x260",260,260,,yes,https://www.singer.com/products/pfaff-creative-grand-quilters-hoop,medium,"VP3 era; Grand Quilters 260x260; also 260x200, 240x150, 180x130, 120x120 hoops"
Pfaff,Creative 3.0,,2015,vp3,"vip,dst",260,200,"260x200 hoop",260,200,,yes,https://maggieframestore.com/blogs/maggieframe-news/pfaff-embroidery-machines-comparing-models-setup-guide-and-efficiency-tips,medium,"260x200mm marketing hoop; actual stitch field likely ~250x195 - verify against manual"
Pfaff,Creative 3.0,,2015,vp3,"vip,dst",260,200,"180x130 hoop",180,130,,yes,https://www.amazon.com/Creative-Sensation-Performance-Embroidery-360x350mm/dp/B01N9V90O0,medium,"included smaller hoop 180x130"
Pfaff,Creative 1.5,,2014,vp3,"vip,dst",120,120,"120x120 hoop",120,120,,yes,https://www.hooptalent.com/blogs/news/pfaff-embroidery-hoop-sizes-complete-compatibility-guide-expert-tips,low,"entry Creative; VP3; small field"
Bernina,B 790 / 790 PLUS,"B790,B790 PRO",2015,exp,"dst,art(software-only)",400,260,"Jumbo Hoop 400x260",400,260,,yes,https://inspiredtosew.com/products/jumbo-hoop-830-880-7series-bernina,high,"EXP native as EXP+INF+BMP trio (per OESD official); Jumbo 260x400mm full on 7/9-series; typical max design 6.5x10.5in"
Bernina,B 790 / 790 PLUS,"B790",2015,exp,"dst,art(software-only)",400,260,"Large Oval 145x255 (BN870)",145,255,,yes,https://www.aurorasewingcenter.com/products/bernina-large-oval-hoop-5-7-in-x-10-in,high,"Large Oval embroidery field 145x255mm; ships with most Bernina embroidery machines"
Bernina,B 880 / 880 PLUS,,2014,exp,"dst,art(software-only)",400,210,"Jumbo Hoop",400,210,,yes,https://www.maggieframes.com/blogs/embroidery-blogs/bernina-jumbo-hoop-complete-guide-techniques-compatibility-project-optimization,high,"IMPORTANT: B880 limited to 210mm width on Jumbo hoop (machine constraint) vs 260 on B830/7/9-series"
Bernina,B 830,,2012,exp,"dst,art(software-only)",400,260,"Jumbo Hoop 400x260",400,260,,yes,https://www.berninaofnaperville.com/products/bernina-jumbo-embroidery-hoop,high,"full 400x260 field on B830"
Bernina,B 700 E,,2018,exp,"dst,art(software-only)",400,210,"Jumbo Hoop",400,210,,yes,https://savestores.com/product/bernina-700-e/,high,"embroidery-only; max design 400x210mm per spec"
Bernina,B 700 E,,2018,exp,"dst,art(software-only)",400,210,"Large Oval 145x255",145,255,,yes,https://www.bernina.com/en-US/Accessories-US/Embroidery-Accessories/Embroidery-Hoops-and-Adapters,high,"Large Oval included"
Bernina,Artista 730,,2005,exp,"art,dst",,,"Large Oval 145x255",145,255,,yes,https://www.berninaokc.com/shop/c/p/Large-Oval-Embroidery-Hoop-145x255mm-57x10-x23720912.htm,medium,"reads ART or EXP from USB; Large Oval fits 185/200/430/440/630/640/730"
Bernina,Artista 200,,2003,art,exp,,,"Large Oval 145x255",145,255,,,https://www.berninaokc.com/shop/c/p/Large-Oval-Embroidery-Hoop-145x255mm-57x10-x23720912.htm,low,"early ART-era; ART or EXP; hoop shared across Artista line"
Singer,Futura XL-580,,2013,xxx,"dst,fhe,che,hus,pes,pec,exp,vip,pcs,psw,sew,jef",150,250,"10x6 Large Hoop",250,150,,yes,https://www.singerco.co.uk/Futura-XL580.html,high,"XXX native (via included software); 10x6in hoop ~250x150mm inch-converted; PC-tethered embroidery; electronic thread trimmer yes; multi-hoop to 12x20in"
Singer,Futura XL-580,,2013,xxx,"dst,pes",100,100,"4x4 Small Hoop",100,100,,yes,https://www.singerco.co.uk/Futura-XL580.html,high,"4x4 included = 100x100mm inch-converted"
Singer,Futura XL-580,,2013,xxx,,100,170,"Endless Hoop 6.75x4",170,100,,yes,https://www.singerco.co.uk/Futura-XL580.html,medium,"endless/border hoop 6.75x4in ~170x100mm; inch-converted"
Singer,Futura XL-400,,2011,xxx,"dst,pes",,,"Large Hoop",,,,,https://futura-support.com/products/xl-580,low,"predecessor to XL-580; XXX format; hoop dims unverified"
Singer,Quantum Stylist Futura CE-150,,2009,xxx,"dst",,,,,,,,https://www.singermachines.co.uk/faq/singer-futura-ce-embroidery-machine-formats.html,low,"legacy Futura CE; XXX/FHE/CHE formats"
Singer,SE9180,,2019,vp3,"dst",,,,,,,,https://www.singermachines.co.uk/faq/singer-futura-ce-embroidery-machine-formats.html,low,"newer SE-series reportedly VP3 (SVP shares Pfaff/HV tech) - single-sourced, verify against manual"
EverSewn,Hero,,2016,zhs,"reads via EZ Converter: dst,pes,pec,jef,sew,exp,vp3,pcs,xxx,hus,vip",110,170,"110x170 hoop",110,170,,yes,https://www.amazon.com/EverSewn-Hero-400-Stitch-Computerized-Lightweight/dp/B01GSPJ3XK,high,"Zeng Hsing OEM; native ZHS via USB; max field 110x170mm (corroborated by multiple retailers); EZConverter PDF has a typo '110x70mm' - actual is 110x170mm"
EverSewn,Sparrow X2,"Sparrow X",2020,zhs,"pes,dst,jef,xxx,hus,exp,pec,pcs,sew,vip,vp3",100,170,,,,,,yes,https://www.eversewn.com/blog/2022/3/22/guide-to-using-the-eversewn-sparrow-x2-app,medium,"app-controlled (not USB); official app format list is '.zhs, .pes, .dst, .jef, .xxx, .hus, .exp, .pec, .pcs, .sew, .vip, .vp3'; Zeng Hsing OEM; field ~ verify"
Zeng Hsing,CH01AX,"OEM base for rebrands",2018,zhs,,120,180,"120x180 field",120,180,,,https://www.zenghsing.com.tw/portfolio-items/ch01ax/,medium,"OEM manufacturer platform; native ZHS + EZDesign software; 'Max. Embroidery Set Size: 120 x 180mm'"
Zeng Hsing,CH05AX,,2018,zhs,,120,180,"120x180 field",120,180,,,https://www.zenghsing.com.tw/portfolio-items/ch05ax/,medium,"OEM platform; ZHS native; 120x180mm"
Baby Lock,Solaris (BLSA),,2017,pes,"pec,phc,dst",272,408,"10 5/8 x 16 hoop",272,408,,yes,https://babylock.com/solaris,high,"Brother-built; largest hoop 272x408mm (10 5/8x16in inch-converted); PHC is internal format; data input .pes/.phc/.pec/.dst"
Baby Lock,Solaris (BLSA),,2017,pes,"pec,phc,dst",272,272,"10 5/8 sq hoop",272,272,,yes,https://babylock.com/embroidery-project-perfected,high,"272x272mm quilt-block hoop"
Baby Lock,Solaris 2 (BLSA2),,2021,pes,"pec,phc,dst",272,408,"10 5/8 x 16 hoop",272,408,,yes,https://babylock.com/machines/previous-model/single-needle-embroidery/solaris-2,high,"max field 10.6x16in; PES/PHC/PEC/DST"
Baby Lock,Destiny II,,2016,pes,"pec,phc,dst",240,360,,,,,,yes,https://www.kenssewingcenter.com/baby-lock-embroidery-hoops/hoops-for-aerial-altair-aventura-ii-destiny-destiny-ii-flare-flourish-ii-journey-meridian-pathfinder-solaris-spirit-unity-vesta.html,medium,"shares hoop family with Solaris/Altair/Meridian; max field needs manual verify"
Baby Lock,Accent (BL60E),,2013,pes,"pec,dst",110,110,"4.33x4.33 hoop",110,110,,no,https://www.hooptalent.com/blogs/news/what-is-a-pes-file-the-complete-guide-to-brothers-embroidery-format,medium,"entry Baby Lock; max 4.33x4.33in=110x110mm"
Juki,Tajima SAI (MDP-S0801C),"Juki Tajima SAI",2018,dst,tcf,200,300,"200x300 frame",200,300,,yes,https://www.singeronline.com/jutasai8neem.html,high,"EXCLUDED FROM SCOPE: 8-needle commercial/multi-needle, not domestic single-needle; listed for reference only; DST/TCF; auto trim yes; also 100x100 frame"
